,symbol,gpa,remarks
4781,00202850X,2.65,COMPLETED
4782,00202851Y,3.05,COMPLETED
4783,00202852Z,2.9,COMPLETED
4784,00202853A,2.6,COMPLETED
4785,00202854B,2.7,COMPLETED
4786,00202855C,3.25,COMPLETED
4787,00202856D,2.6,COMPLETED
4788,00202857E,2.6,COMPLETED
4789,00202858F,2.7,COMPLETED
4790,00202859G,3.0,COMPLETED
4791,00202860H,3.5,COMPLETED
4792,00202861I,2.95,COMPLETED
4793,00202862J,3.15,COMPLETED
4794,00202863K,2.85,COMPLETED
4795,00202864L,2.85,COMPLETED
4796,00202865M,3.0,COMPLETED
4797,00202866N,2.9,COMPLETED
4798,00202867O,3.1,COMPLETED
4799,00202868P,3.05,COMPLETED
4800,00202869Q,3.3,COMPLETED
4801,00202870R,3.0,COMPLETED
4802,00202871S,2.65,COMPLETED
4803,00202872T,2.6,COMPLETED
4804,00202873U,3.0,COMPLETED
4805,00202874V,2.85,COMPLETED
4806,00202875W,2.75,COMPLETED
4807,00202876X,2.6,COMPLETED
4808,00202877Y,2.8,COMPLETED
4809,00202878Z,2.75,COMPLETED
4810,00202879A,3.45,COMPLETED
4811,00202880B,2.75,COMPLETED
4812,00202881C,2.6,COMPLETED
4813,00202882D,2.6,COMPLETED
4814,00202883E,2.85,COMPLETED
4815,00202884F,3.4,COMPLETED
4816,00202885G,2.9,COMPLETED
4817,00202886H,2.65,COMPLETED
4818,00202887I,3.1,COMPLETED
4819,00202888J,2.6,COMPLETED
4820,00202889K,2.65,COMPLETED
4821,00202890L,2.95,COMPLETED
4822,00202891M,2.8,COMPLETED
4823,00202892N,3.1,COMPLETED
4824,00202893O,3.2,COMPLETED
4825,00202894P,2.8,COMPLETED
4826,00202895Q,2.8,COMPLETED
4827,00202896R,3.3,COMPLETED
4828,00202897S,3.05,COMPLETED
4829,00202898T,2.85,COMPLETED
4830,00202899U,2.95,COMPLETED
4831,00202900V,2.95,COMPLETED
4832,00202901W,3.0,COMPLETED
4833,00202902X,2.85,COMPLETED
4834,00202903Y,2.95,COMPLETED
4835,00202904Z,2.85,COMPLETED
4836,00202905A,2.85,COMPLETED
4837,00202906B,2.9,COMPLETED
4838,00202907C,3.1,COMPLETED
4839,00202908D,3.1,COMPLETED
4840,00202909E,3.2,COMPLETED
4841,00202910F,2.95,COMPLETED
4842,00202911G,3.4,COMPLETED
4843,00202912H,2.85,COMPLETED
4844,00202913I,3.2,COMPLETED
4845,00202914J,3.15,COMPLETED
4846,00202915K,2.95,COMPLETED
4847,00202916L,2.95,COMPLETED
4848,00202917M,3.4,COMPLETED
4849,00202918N,2.95,COMPLETED
4850,00202919O,3.15,COMPLETED
4851,00202920P,2.95,COMPLETED
4852,00202921Q,3.2,COMPLETED
4853,00202922R,2.9,COMPLETED
4854,00202923S,3.25,COMPLETED
4855,00202924T,2.8,COMPLETED
4856,00202925U,3.05,COMPLETED
4857,00202926V,3.05,COMPLETED
4858,00202927W,2.95,COMPLETED
4859,00202928X,2.9,COMPLETED
4860,00202929Y,2.75,COMPLETED
4861,00202930Z,2.85,COMPLETED
4862,00202931A,2.9,COMPLETED
4863,00202932B,2.9,COMPLETED
4864,00202933C,3.2,COMPLETED
4865,00202934D,3.0,COMPLETED
4866,00202935E,3.0,COMPLETED
4867,00202936F,3.0,COMPLETED
4868,00202937G,3.0,COMPLETED
4869,00202938H,3.35,COMPLETED
4870,00202939I,2.95,COMPLETED
4871,00202940J,3.1,COMPLETED
4872,00202941K,2.9,COMPLETED
4873,00202942L,2.95,COMPLETED
4874,00202943M,2.8,COMPLETED
4875,00202944N,3.15,COMPLETED
4876,00202945O,3.7,COMPLETED
4877,00202946P,3.7,COMPLETED
4878,00202947Q,2.9,COMPLETED
4879,00202948R,2.8,COMPLETED
4880,00202949S,3.2,COMPLETED
4881,00202950T,2.85,COMPLETED
4882,00202951U,2.8,COMPLETED
4883,00202952V,3.15,COMPLETED
4884,00202953W,3.15,COMPLETED
4885,00202954X,2.85,COMPLETED
4886,00202955Y,3.6,COMPLETED
4887,00202956Z,2.85,COMPLETED
4888,00202957A,3.25,COMPLETED
4889,00202958B,2.8,COMPLETED
4890,00202959C,2.95,COMPLETED
4891,00202960D,3.55,COMPLETED
4892,00202961E,2.75,COMPLETED
4893,00202962F,2.7,COMPLETED
4894,00202963G,2.9,COMPLETED
4895,00202964H,3.45,COMPLETED
4896,00202965I,2.8,COMPLETED
4897,00202966J,2.8,COMPLETED
4898,00202967K,3.5,COMPLETED
4899,00202968L,3.05,COMPLETED
4900,00202969M,2.9,COMPLETED
4901,00202970N,2.9,COMPLETED
4902,00202971O,2.7,COMPLETED
4903,00202972P,2.65,COMPLETED
4904,00202973Q,2.65,COMPLETED
4905,00202974R,3.45,COMPLETED
4906,00202975S,3.05,COMPLETED
4907,00202976T,2.85,COMPLETED
4908,00202977U,2.9,COMPLETED
4909,00202978V,3.1,COMPLETED
4910,00202979W,2.95,COMPLETED
4911,00202980X,3.1,COMPLETED
4912,00202981Y,3.1,COMPLETED
4913,00202982Z,3.25,COMPLETED
4914,00202983A,2.65,COMPLETED
4915,00202984B,2.6,COMPLETED
4916,00202985C,2.35,COMPLETED
4917,00202986D,2.85,COMPLETED
4918,00202987E,2.45,COMPLETED
4919,00202988F,3.1,COMPLETED
4920,00202989G,2.55,COMPLETED
4921,00202990H,2.4,COMPLETED
4922,00202991I,2.45,COMPLETED
4923,00202992J,3.0,COMPLETED
4924,00202993K,2.35,COMPLETED
4925,00202994L,2.3,COMPLETED
4926,00202995M,2.5,COMPLETED
4927,00202996N,3.15,COMPLETED
4928,00202997O,2.4,COMPLETED
4929,00202998P,2.65,COMPLETED
4930,00202999Q,3.0,COMPLETED
4931,00203000R,2.7,COMPLETED
4932,00203001S,2.6,COMPLETED
4933,00203002T,2.65,COMPLETED
4934,00203003U,2.65,COMPLETED
4935,00203004V,2.55,COMPLETED
4936,00203005W,2.4,COMPLETED
4937,00203006X,2.5,COMPLETED
4938,00203007Y,2.65,COMPLETED
4939,00203008Z,3.5,COMPLETED
4940,00203009A,2.6,COMPLETED
4941,00203010B,3.5,COMPLETED
4942,00203011C,3.05,COMPLETED
4943,00203012D,2.6,COMPLETED
4944,00203013E,3.5,COMPLETED
4945,00203014F,2.5,COMPLETED
4946,00203015G,3.5,COMPLETED
4947,00203016H,3.05,COMPLETED
4948,00203017I,2.5,COMPLETED
4949,00203018J,3.5,COMPLETED
4950,00203019K,2.7,COMPLETED
4951,00203020L,2.55,COMPLETED
4952,00203021M,2.5,COMPLETED
4953,00203022N,2.6,COMPLETED
4954,00203023O,2.75,COMPLETED
4955,00203024P,2.8,COMPLETED
4956,00203025Q,2.95,COMPLETED
4957,00203026R,2.7,COMPLETED
4958,00203027S,2.75,COMPLETED
4959,00203028T,2.85,COMPLETED
4960,00203029U,2.9,COMPLETED
4961,00203030V,2.9,COMPLETED
4962,00203031W,3.05,COMPLETED
4963,00203032X,2.65,COMPLETED
4964,00203033Y,3.15,COMPLETED
4965,00203034Z,3.05,COMPLETED
4966,00203035A,2.75,COMPLETED
4967,00203036B,2.7,COMPLETED
4968,00203037C,2.7,COMPLETED
4969,00203038D,2.7,COMPLETED
4970,00203039E,3.35,COMPLETED
4971,00203040F,2.7,COMPLETED
4972,00203041G,2.55,COMPLETED
4973,00203042H,2.3,COMPLETED
4974,00203043I,3.0,COMPLETED
4975,00203044J,3.2,COMPLETED
4976,00203045K,3.15,COMPLETED
4977,00203046L,2.5,COMPLETED
4978,00203047M,2.7,COMPLETED
4979,00203048N,2.45,COMPLETED
4980,00203049O,2.55,COMPLETED
4981,00203050P,2.4,COMPLETED
4982,00203051Q,2.45,COMPLETED
4983,00203052R,3.5,COMPLETED
4984,00203053S,3.0,COMPLETED
4985,00203054T,2.5,COMPLETED
4986,00203055U,2.5,COMPLETED
4987,00203056V,3.2,COMPLETED
4988,00203057W,2.55,COMPLETED
4989,00203058X,2.65,COMPLETED
4990,00203059Y,2.2,COMPLETED
4991,00203060Z,2.65,COMPLETED
4992,00203061A,2.65,COMPLETED
4993,00203062B,2.7,COMPLETED
4994,00203063C,2.25,COMPLETED
4995,00203064D,2.5,COMPLETED
4996,00203065E,2.7,COMPLETED
4997,00203066F,3.0,COMPLETED
4998,00203067G,2.35,COMPLETED
4999,00203068H,2.3,COMPLETED
5000,00203069I,2.2,COMPLETED
5001,00203070J,2.95,COMPLETED
5002,00203071K,2.4,COMPLETED
5003,00203072L,3.0,COMPLETED
5004,00203073M,2.65,COMPLETED
5005,00203074N,2.4,COMPLETED
5006,00203075O,2.4,COMPLETED
5007,00203076P,3.0,COMPLETED
5008,00203077Q,2.75,COMPLETED
5009,00203078R,2.55,COMPLETED
5010,00203079S,3.0,COMPLETED
5011,00203080T,2.75,COMPLETED
5012,00203081U,2.85,COMPLETED
5013,00203082V,2.9,COMPLETED
5014,00203083W,3.05,COMPLETED
5015,00203084X,2.45,COMPLETED
5016,00203085Y,2.65,COMPLETED
5017,00203086Z,2.65,COMPLETED
5018,00203087A,3.1,COMPLETED
5019,00203088B,2.7,COMPLETED
5020,00203089C,2.8,COMPLETED
5021,00203090D,2.7,COMPLETED
5022,00203091E,2.9,COMPLETED
5023,00203092F,2.95,COMPLETED
5024,00203093G,2.7,COMPLETED
5025,00203094H,2.9,COMPLETED
5026,00203095I,3.35,COMPLETED
5027,00203096J,2.35,COMPLETED
5028,00203097K,3.15,COMPLETED
5029,00203098L,3.25,COMPLETED
5030,00203099M,2.3,COMPLETED
5031,00203100N,2.8,COMPLETED
5032,00203101O,2.55,COMPLETED
5033,00203102P,2.35,COMPLETED
5034,00203103Q,3.25,COMPLETED
5035,00203104R,2.6,COMPLETED
5036,00203105S,3.25,COMPLETED
5037,00203106T,2.75,COMPLETED
5038,00203107U,3.25,COMPLETED
5039,00203108V,2.55,COMPLETED
5040,00203109W,3.2,COMPLETED
5041,00203110X,2.55,COMPLETED
5042,00203111Y,2.55,COMPLETED
5043,00203112Z,2.0,COMPLETED
5044,00203113A,3.3,COMPLETED
5045,00203114B,3.6,COMPLETED
5046,00203115C,3.35,COMPLETED
5047,00203116D,2.7,COMPLETED
5048,00203117E,2.65,COMPLETED
5049,00203118F,3.25,COMPLETED
5050,00203119G,3.45,COMPLETED
5051,00203120H,3.15,COMPLETED
5052,00203121I,2.75,COMPLETED
5053,00203122J,2.55,COMPLETED
5054,00203123K,2.7,COMPLETED
5055,00203124L,2.7,COMPLETED
5056,00203125M,2.95,COMPLETED
5057,00203126N,2.9,COMPLETED
5058,00203127O,2.9,COMPLETED
5059,00203128P,3.4,COMPLETED
5060,00203129Q,3.45,COMPLETED
5061,00203130R,3.5,COMPLETED
5062,00203131S,3.8,COMPLETED
5063,00203132T,3.25,COMPLETED
5064,00203133U,3.4,COMPLETED
5065,00203134V,3.0,COMPLETED
5066,00203135W,2.9,COMPLETED
5067,00203136X,3.2,COMPLETED
5068,00203137Y,2.95,COMPLETED
5069,00203138Z,2.85,COMPLETED
5070,00203139A,2.9,COMPLETED
5071,00203140B,2.85,COMPLETED
5072,00203141C,3.4,COMPLETED
5073,00203142D,3.15,COMPLETED
5074,00203143E,2.85,COMPLETED
5075,00203144F,2.8,COMPLETED
5076,00203145G,3.15,COMPLETED
5077,00203146H,3.15,COMPLETED
5078,00203147I,2.75,COMPLETED
5079,00203148J,2.8,COMPLETED
5080,00203149K,3.0,COMPLETED
5081,00203150L,3.25,COMPLETED
5082,00203151M,2.85,COMPLETED
5083,00203152N,2.9,COMPLETED
5084,00203153O,3.2,COMPLETED
5085,00203154P,2.8,COMPLETED
5086,00203155Q,2.8,COMPLETED
5087,00203156R,3.2,COMPLETED
5088,00203157S,2.95,COMPLETED
5089,00203158T,3.15,COMPLETED
5090,00203159U,3.5,COMPLETED
5091,00203160V,2.85,COMPLETED
5092,00203161W,3.3,COMPLETED
5093,00203162X,2.75,COMPLETED
5094,00203163Y,3.15,COMPLETED
5095,00203164Z,3.5,COMPLETED
5096,00203165A,2.75,COMPLETED
5097,00203166B,2.75,COMPLETED
5098,00203167C,3.2,COMPLETED
5099,00203168D,3.5,COMPLETED
5100,00203169E,3.3,COMPLETED
5101,00203170F,3.5,COMPLETED
5102,00203171G,3.5,COMPLETED
5103,00203172H,2.75,COMPLETED
5104,00203173I,2.85,COMPLETED
5105,00203174J,3.15,COMPLETED
5106,00203175K,3.5,COMPLETED
5107,00203176L,2.6,COMPLETED
5108,00203177M,2.8,COMPLETED
5109,00203178N,2.3,COMPLETED
5110,00203179O,2.5,COMPLETED
5111,00203180P,2.6,COMPLETED
5112,00203181Q,2.65,COMPLETED
5113,00203182R,2.8,COMPLETED
5114,00203183S,2.8,COMPLETED
5115,00203184T,2.8,COMPLETED
5116,00203185U,2.75,COMPLETED
5117,00203186V,2.85,COMPLETED
5118,00203187W,2.45,COMPLETED
5119,00203188X,2.7,COMPLETED
5120,00203189Y,2.45,COMPLETED
5121,00203190Z,2.6,COMPLETED
5122,00203191A,,ABSENT8
5123,00203192B,3.1,COMPLETED
5124,00203193C,2.65,COMPLETED
5125,00203194D,2.95,COMPLETED
5126,00203195E,3.1,COMPLETED
5127,00203196F,2.45,COMPLETED
5128,00203197G,2.6,COMPLETED
5129,00203198H,2.35,COMPLETED
5130,00203199I,3.05,COMPLETED
5131,00203200J,2.5,COMPLETED
5132,00203201K,2.35,COMPLETED
5133,00300001M,2.4,COMPLETED
5134,00300002N,2.35,COMPLETED
5135,00300003O,2.5,COMPLETED
5136,00300004P,2.6,COMPLETED
5137,00300005Q,2.45,COMPLETED
5138,00300006R,2.35,COMPLETED
5139,00300007S,2.3,COMPLETED
5140,00300008T,2.5,COMPLETED
5141,00300009U,2.35,COMPLETED
5142,00300010V,2.3,COMPLETED
5143,00300011W,2.35,COMPLETED
5144,00300012X,2.35,COMPLETED
5145,00300013Y,2.45,COMPLETED
5146,00300014Z,2.55,COMPLETED
5147,00300015A,3.35,COMPLETED
5148,00300016B,2.35,COMPLETED
5149,00300017C,2.55,COMPLETED
5150,00300018D,2.75,COMPLETED
5151,00300019E,2.7,COMPLETED
5152,00300020F,3.0,COMPLETED
5153,00300021G,2.45,COMPLETED
5154,00300022H,3.55,COMPLETED
5155,00300023I,2.5,COMPLETED
5156,00300024J,2.95,COMPLETED
5157,00300025K,3.2,COMPLETED
5158,00300026L,2.45,COMPLETED
5159,00300027M,3.15,COMPLETED
5160,00300028N,2.45,COMPLETED
5161,00300029O,2.8,COMPLETED
5162,00300030P,2.55,COMPLETED
5163,00300031Q,3.4,COMPLETED
5164,00300032R,3.45,COMPLETED
5165,00300033S,2.75,COMPLETED
5166,00300034T,3.8,COMPLETED
5167,00300035U,3.45,COMPLETED
5168,00300036V,3.5,COMPLETED
5169,00300037W,2.3,COMPLETED
5170,00300038X,2.75,COMPLETED
5171,00300039Y,3.3,COMPLETED
5172,00300040Z,3.25,COMPLETED
5173,00300041A,3.95,COMPLETED
5174,00300042B,2.55,COMPLETED
5175,00300043C,2.5,COMPLETED
5176,00300044D,2.4,COMPLETED
5177,00300045E,2.45,COMPLETED
5178,00300046F,2.55,COMPLETED
5179,00300047G,3.0,COMPLETED
5180,00300048H,3.2,COMPLETED
5181,00300049I,3.6,COMPLETED
5182,00300050J,2.65,COMPLETED
5183,00300051K,2.5,COMPLETED
5184,00300052L,2.65,COMPLETED
5185,00300053M,2.55,COMPLETED
5186,00300054N,2.45,COMPLETED
5187,00300055O,2.6,COMPLETED
5188,00300056P,2.5,COMPLETED
5189,00300057Q,2.55,COMPLETED
5190,00300058R,2.55,COMPLETED
5191,00300059S,2.6,COMPLETED
5192,00300060T,2.55,COMPLETED
5193,00300061U,2.55,COMPLETED
5194,00300062V,3.7,COMPLETED
5195,00300063W,3.9,COMPLETED
5196,00300064X,2.85,COMPLETED
5197,00300065Y,2.45,COMPLETED
5198,00300066Z,3.2,COMPLETED
5199,00300067A,2.85,COMPLETED
5200,00300068B,2.55,COMPLETED
5201,00300069C,3.55,COMPLETED
5202,00300070D,2.45,COMPLETED
5203,00300071E,2.85,COMPLETED
5204,00300072F,3.1,COMPLETED
5205,00300073G,2.4,COMPLETED
5206,00300074H,3.3,COMPLETED
5207,00300075I,3.65,COMPLETED
5208,00300076J,2.75,COMPLETED
5209,00300077K,2.55,COMPLETED
5210,00300078L,3.75,COMPLETED
5211,00300079M,2.55,COMPLETED
5212,00300080N,3.15,COMPLETED
5213,00300081O,3.1,COMPLETED
5214,00300082P,3.65,COMPLETED
5215,00300083Q,3.25,COMPLETED
5216,00300084R,2.5,COMPLETED
5217,00300085S,2.55,COMPLETED
5218,00300086T,2.95,COMPLETED
5219,00300087U,2.55,COMPLETED
5220,00300088V,2.5,COMPLETED
5221,00300089W,2.7,COMPLETED
5222,00300090X,2.35,COMPLETED
5223,00300091Y,2.65,COMPLETED
5224,00300092Z,2.4,COMPLETED
5225,00300093A,3.0,COMPLETED
5226,00300094B,2.5,COMPLETED
5227,00300095C,2.35,COMPLETED
5228,00300096D,2.4,COMPLETED
5229,00300097E,2.6,COMPLETED
5230,00300098F,2.8,COMPLETED
5231,00300099G,2.45,COMPLETED
5232,00300100H,3.3,COMPLETED
5233,00300101I,2.7,COMPLETED
5234,00300102J,3.2,COMPLETED
5235,00300103K,2.95,COMPLETED
5236,00300104L,2.4,COMPLETED
5237,00300105M,2.45,COMPLETED
5238,00300106N,2.5,COMPLETED
5239,00300107O,3.2,COMPLETED
5240,00300108P,3.1,COMPLETED
5241,00300109Q,3.1,COMPLETED
5242,00300110R,3.15,COMPLETED
5243,00300111S,3.4,COMPLETED
5244,00300112T,3.1,COMPLETED
5245,00300113U,3.1,COMPLETED
5246,00300114V,2.9,COMPLETED
5247,00300115W,3.0,COMPLETED
5248,00300116X,3.1,COMPLETED
5249,00300117Y,3.25,COMPLETED
5250,00300118Z,3.3,COMPLETED
5251,00300119A,3.1,COMPLETED
5252,00300120B,3.15,COMPLETED
5253,00300121C,3.1,COMPLETED
5254,00300122D,3.45,COMPLETED
5255,00300123E,3.15,COMPLETED
5256,00300124F,3.2,COMPLETED
5257,00300125G,3.1,COMPLETED
5258,00300126H,3.15,COMPLETED
5259,00300127I,3.05,COMPLETED
5260,00300128J,2.9,COMPLETED
5261,00300129K,3.15,COMPLETED
5262,00300130L,2.7,COMPLETED
5263,00300131M,3.6,COMPLETED
5264,00300132N,2.8,COMPLETED
5265,00300133O,3.35,COMPLETED
5266,00300134P,2.75,COMPLETED
5267,00300135Q,2.95,COMPLETED
5268,00300136R,3.15,COMPLETED
5269,00300137S,2.85,COMPLETED
5270,00300138T,2.85,COMPLETED
5271,00300139U,3.1,COMPLETED
5272,00300140V,2.75,COMPLETED
5273,00300141W,2.65,COMPLETED
5274,00300142X,2.6,COMPLETED
5275,00300143Y,2.85,COMPLETED
5276,00300144Z,2.5,COMPLETED
5277,00300145A,2.75,COMPLETED
5278,00300146B,2.7,COMPLETED
5279,00300147C,2.8,COMPLETED
5280,00300148D,3.0,COMPLETED
5281,00300149E,2.75,COMPLETED
5282,00300150F,3.3,COMPLETED
5283,00300151G,2.55,COMPLETED
5284,00300152H,3.45,COMPLETED
5285,00300153I,2.8,COMPLETED
5286,00300154J,3.3,COMPLETED
5287,00300155K,2.5,COMPLETED
5288,00300156L,2.9,COMPLETED
5289,00300157M,2.9,COMPLETED
5290,00300158N,2.55,COMPLETED
5291,00300159O,2.8,COMPLETED
5292,00300160P,2.5,COMPLETED
5293,00300161Q,2.4,COMPLETED
5294,00300162R,3.6,COMPLETED
5295,00300163S,2.7,COMPLETED
5296,00300164T,2.7,COMPLETED
5297,00300165U,2.55,COMPLETED
5298,00300166V,3.0,COMPLETED
5299,00300167W,3.4,COMPLETED
5300,00300168X,2.85,COMPLETED
5301,00300169Y,2.8,COMPLETED
5302,00300170Z,3.1,COMPLETED
5303,00300171A,2.85,COMPLETED
5304,00300172B,2.8,COMPLETED
5305,00300173C,2.6,COMPLETED
5306,00300174D,2.55,COMPLETED
5307,00300175E,3.25,COMPLETED
5308,00300176F,3.05,COMPLETED
5309,00300177G,2.6,COMPLETED
5310,00300178H,2.95,COMPLETED
5311,00300179I,2.75,COMPLETED
5312,00300180J,2.7,COMPLETED
5313,00300181K,2.8,COMPLETED
5314,00300182L,2.65,COMPLETED
5315,00300183M,2.75,COMPLETED
5316,00300184N,2.7,COMPLETED
5317,00300185O,2.7,COMPLETED
5318,00300186P,3.25,COMPLETED
5319,00300187Q,3.05,COMPLETED
5320,00300188R,3.15,COMPLETED
5321,00300189S,3.6,COMPLETED
5322,00300190T,2.7,COMPLETED
5323,00300191U,2.8,COMPLETED
5324,00300192V,3.15,COMPLETED
5325,00300193W,3.75,COMPLETED
5326,00300194X,2.75,COMPLETED
5327,00300195Y,2.8,COMPLETED
5328,00300196Z,2.75,COMPLETED
5329,00300197A,3.05,COMPLETED
5330,00300198B,2.65,COMPLETED
5331,00300199C,3.25,COMPLETED
5332,00300200D,2.95,COMPLETED
5333,00300201E,3.6,COMPLETED
5334,00300202F,3.0,COMPLETED
5335,00300203G,3.65,COMPLETED
5336,00300204H,2.85,COMPLETED
5337,00300205I,3.0,COMPLETED
5338,00300206J,2.8,COMPLETED
5339,00300207K,2.75,COMPLETED
5340,00300208L,2.95,COMPLETED
5341,00300209M,2.8,COMPLETED
5342,00300210N,2.8,COMPLETED
5343,00300211O,2.65,COMPLETED
5344,00300212P,2.75,COMPLETED
5345,00300213Q,3.2,COMPLETED
5346,00300214R,3.1,COMPLETED
5347,00300215S,2.75,COMPLETED
5348,00300216T,2.65,COMPLETED
5349,00300217U,2.7,COMPLETED
5350,00300218V,2.7,COMPLETED
5351,00300219W,3.2,COMPLETED
5352,00300220X,2.95,COMPLETED
5353,00300221Y,2.85,COMPLETED
5354,00300222Z,2.8,COMPLETED
5355,00300223A,2.95,COMPLETED
5356,00300224B,3.0,COMPLETED
5357,00300225C,3.7,COMPLETED
5358,00300226D,3.2,COMPLETED
5359,00300227E,2.75,COMPLETED
5360,00300228F,2.7,COMPLETED
5361,00300229G,2.95,COMPLETED
5362,00300230H,2.65,COMPLETED
5363,00300231I,3.05,COMPLETED
5364,00300232J,2.85,COMPLETED
5365,00300233K,3.1,COMPLETED
5366,00300234L,2.85,COMPLETED
5367,00300235M,2.75,COMPLETED
5368,00300236N,2.65,COMPLETED
5369,00300237O,2.95,COMPLETED
5370,00300238P,3.85,COMPLETED
5371,00300239Q,2.9,COMPLETED
5372,00300240R,2.85,COMPLETED
5373,00300241S,2.8,COMPLETED
5374,00300242T,3.15,COMPLETED
5375,00300243U,2.85,COMPLETED
5376,00300244V,2.9,COMPLETED
5377,00300245W,2.8,COMPLETED
5378,00300246X,3.0,COMPLETED
5379,00300247Y,2.9,COMPLETED
5380,00300248Z,3.0,COMPLETED
5381,00300249A,3.0,COMPLETED
5382,00300250B,2.95,COMPLETED
5383,00300251C,2.95,COMPLETED
5384,00300252D,3.75,COMPLETED
5385,00300253E,3.05,COMPLETED
5386,00300254F,3.15,COMPLETED
5387,00300255G,2.9,COMPLETED
5388,00300256H,2.95,COMPLETED
5389,00300257I,2.9,COMPLETED
5390,00300258J,3.1,COMPLETED
5391,00300259K,3.0,COMPLETED
5392,00300260L,2.95,COMPLETED
5393,00300261M,3.0,COMPLETED
5394,00300262N,2.9,COMPLETED
5395,00300263O,3.05,COMPLETED
5396,00300264P,2.9,COMPLETED
5397,00300265Q,3.0,COMPLETED
5398,00300266R,2.95,COMPLETED
5399,00300267S,3.4,COMPLETED
5400,00300268T,3.15,COMPLETED
5401,00300269U,3.1,COMPLETED
5402,00300270V,3.05,COMPLETED
5403,00300271W,2.95,COMPLETED
5404,00300272X,3.15,COMPLETED
5405,00300273Y,3.15,COMPLETED
5406,00300274Z,3.1,COMPLETED
5407,00300275A,3.0,COMPLETED
5408,00300276B,3.25,COMPLETED
5409,00300277C,3.25,COMPLETED
5410,00300278D,2.5,COMPLETED
5411,00300279E,2.75,COMPLETED
5412,00300280F,2.5,COMPLETED
5413,00300281G,2.55,COMPLETED
5414,00300282H,2.6,COMPLETED
5415,00300283I,2.65,COMPLETED
5416,00300284J,2.8,COMPLETED
5417,00300285K,2.75,COMPLETED
5418,00300286L,2.6,COMPLETED
5419,00300287M,2.9,COMPLETED
5420,00300288N,2.7,COMPLETED
5421,00300289O,2.75,COMPLETED
5422,00300290P,2.6,COMPLETED
5423,00300291Q,2.55,COMPLETED
5424,00300292R,2.55,COMPLETED
5425,00300293S,2.7,COMPLETED
5426,00300294T,2.65,COMPLETED
5427,00300295U,2.9,COMPLETED
5428,00300296V,3.65,COMPLETED
5429,00300297W,2.7,COMPLETED
5430,00300298X,3.35,COMPLETED
5431,00300299Y,2.45,COMPLETED
5432,00300300Z,2.7,COMPLETED
5433,00300301A,2.55,COMPLETED
5434,00300302B,3.1,COMPLETED
5435,00300303C,2.9,COMPLETED
5436,00300304D,2.85,COMPLETED
5437,00300305E,2.65,COMPLETED
5438,00300306F,2.65,COMPLETED
5439,00300307G,2.6,COMPLETED
5440,00300308H,2.65,COMPLETED
5441,00300309I,2.85,COMPLETED
5442,00300310J,3.1,COMPLETED
5443,00300311K,2.75,COMPLETED
5444,00300312L,2.7,COMPLETED
5445,00300313M,3.95,COMPLETED
5446,00300314N,3.2,COMPLETED
5447,00300315O,2.55,COMPLETED
5448,00300316P,2.75,COMPLETED
5449,00300317Q,2.55,COMPLETED
5450,00300318R,3.6,COMPLETED
5451,00300319S,3.35,COMPLETED
5452,00300320T,3.65,COMPLETED
5453,00300321U,2.5,COMPLETED
5454,00300322V,2.7,COMPLETED
5455,00300323W,2.8,COMPLETED
5456,00300324X,2.55,COMPLETED
5457,00300325Y,3.6,COMPLETED
5458,00300326Z,2.7,COMPLETED
5459,00300327A,2.45,COMPLETED
5460,00300328B,3.75,COMPLETED
5461,00300329C,3.75,COMPLETED
5462,00300330D,2.5,COMPLETED
5463,00300331E,2.5,COMPLETED
5464,00300332F,2.6,COMPLETED
5465,00300333G,2.55,COMPLETED
5466,00300334H,3.65,COMPLETED
5467,00300335I,2.85,COMPLETED
5468,00300336J,2.6,COMPLETED
5469,00300337K,2.65,COMPLETED
5470,00300338L,2.6,COMPLETED
5471,00300339M,3.4,COMPLETED
5472,00300340N,3.8,COMPLETED
5473,00300341O,3.4,COMPLETED
5474,00300342P,3.05,COMPLETED
5475,00300343Q,2.5,COMPLETED
5476,00300344R,2.75,COMPLETED
5477,00300345S,2.6,COMPLETED
5478,00300346T,2.9,COMPLETED
5479,00300347U,2.65,COMPLETED
5480,00300348V,2.55,COMPLETED
5481,00300349W,3.35,COMPLETED
5482,00300350X,2.75,COMPLETED
5483,00300351Y,2.9,COMPLETED
5484,00300352Z,3.5,COMPLETED
5485,00300353A,2.6,COMPLETED
5486,00300354B,2.65,COMPLETED
5487,00300355C,2.55,COMPLETED
5488,00300356D,2.75,COMPLETED
5489,00300357E,2.8,COMPLETED
5490,00300358F,3.55,COMPLETED
5491,00300359G,2.85,COMPLETED
5492,00300360H,3.35,COMPLETED
5493,00300361I,2.8,COMPLETED
5494,00300362J,3.0,COMPLETED
5495,00300363K,3.3,COMPLETED
5496,00300364L,3.1,COMPLETED
5497,00300365M,2.75,COMPLETED
5498,00300366N,3.55,COMPLETED
5499,00300367O,2.8,COMPLETED
5500,00300368P,2.75,COMPLETED
5501,00300369Q,2.8,COMPLETED
5502,00300370R,3.25,COMPLETED
5503,00300371S,2.85,COMPLETED
5504,00300372T,2.8,COMPLETED
5505,00300373U,3.0,COMPLETED
5506,00300374V,3.15,COMPLETED
5507,00300375W,3.05,COMPLETED
5508,00300376X,3.55,COMPLETED
5509,00300377Y,2.2,COMPLETED
5510,00300378Z,2.5,COMPLETED
5511,00300379A,2.15,COMPLETED
