symbol,gpa,remarks
00200750D,2.80,COMPLETED
00200751E,2.70,COMPLETED
00200752F,2.95,COMPLETED
00200753G,2.70,COMPLETED
00200754H,3.35,COMPLETED
00200755I,2.40,COMPLETED
00200756J,2.75,COMPLETED
00200757K,2.90,COMPLETED
00200758L,2.85,COMPLETED
00200759M,3.10,COMPLETED
00200760N,2.45,COMPLETED
00200761O,2.85,COMPLETED
00200762P,2.75,COMPLETED
00200763Q,2.75,COMPLETED
00200764R,2.90,COMPLETED
00200765S,3.00,COMPLETED
00200766T,3.10,COMPLETED
00200767U,2.85,COMPLETED
00200768V,2.90,COMPLETED
00200769W,3.25,COMPLETED
00200770X,2.90,COMPLETED
00200771Y,3.10,COMPLETED
00200772Z,2.80,COMPLETED
00200773A,3.05,COMPLETED
00200774B,3.00,COMPLETED
00200775C,2.95,COMPLETED
00200776D,2.90,COMPLETED
00200777E,2.95,COMPLETED
00200778F,2.95,COMPLETED
00200779G,2.75,COMPLETED
00200780H,2.80,COMPLETED
00200781I,3.25,COMPLETED
00200782J,2.90,COMPLETED
00200783K,2.90,COMPLETED
00200784L,3.35,COMPLETED
00200785M,2.95,COMPLETED
00200786N,3.05,COMPLETED
00200787O,2.95,COMPLETED
00200788P,2.90,COMPLETED
00200789Q,2.85,COMPLETED
00200790R,2.85,COMPLETED
00200791S,3.30,COMPLETED
00200792T,3.70,COMPLETED
00200793U,2.80,COMPLETED
00200794V,2.85,COMPLETED
00200795W,3.25,COMPLETED
00200796X,2.85,COMPLETED
00200797Y,3.05,COMPLETED
00200798Z,2.85,COMPLETED
00200799A,2.75,COMPLETED
00200800B,3.10,COMPLETED
00200801C,3.75,COMPLETED
00200802D,2.85,COMPLETED
00200803E,2.85,COMPLETED
00200804F,2.90,COMPLETED
00200805G,3.05,COMPLETED
00200806H,2.85,COMPLETED
00200807I,3.00,COMPLETED
00200808J,3.45,COMPLETED
00200809K,3.15,COMPLETED
00200810L,3.25,COMPLETED
00200811M,2.95,COMPLETED
00200812N,2.95,COMPLETED
00200813O,2.90,COMPLETED
00200814P,2.85,COMPLETED
00200815Q,3.05,COMPLETED
00200816R,3.00,COMPLETED
00200817S,2.95,COMPLETED
00200818T,3.00,COMPLETED
00200819U,2.90,COMPLETED
00200820V,2.95,COMPLETED
00200821W,2.95,COMPLETED
00200822X,3.05,COMPLETED
00200823Y,3.20,COMPLETED
00200824Z,3.45,COMPLETED
00200825A,,ABSENT8
00200826B,3.35,COMPLETED
00200827C,3.20,COMPLETED
00200828D,2.85,COMPLETED
00200829E,3.00,COMPLETED
00200830F,3.15,COMPLETED
00200831G,2.90,COMPLETED
00200832H,3.00,COMPLETED
00200833I,2.90,COMPLETED
00200834J,,ABSENT8
00200835K,2.90,COMPLETED
00200836L,3.30,COMPLETED
00200837M,3.05,COMPLETED
00200838N,3.05,COMPLETED
00200839O,2.70,COMPLETED
00200840P,3.05,COMPLETED
00200841Q,2.80,COMPLETED
00200842R,2.75,COMPLETED
00200843S,2.60,COMPLETED
00200844T,2.60,COMPLETED
00200845U,2.60,COMPLETED
00200846V,3.45,COMPLETED
00200847W,3.10,COMPLETED
00200848X,3.25,COMPLETED
00200849Y,3.25,COMPLETED
00200850Z,2.55,COMPLETED
00200851A,3.75,COMPLETED
00200852B,2.75,COMPLETED
00200853C,2.75,COMPLETED
00200854D,2.35,COMPLETED
00200855E,2.65,COMPLETED
00200856F,3.05,COMPLETED
00200857G,3.35,COMPLETED
00200858H,3.35,COMPLETED
00200859I,2.75,COMPLETED
00200860J,2.35,COMPLETED
00200861K,2.35,COMPLETED
00200862L,2.45,COMPLETED
00200863M,2.45,COMPLETED
00200864N,2.35,COMPLETED
00200865O,2.05,COMPLETED
00200866P,2.10,COMPLETED
00200867Q,3.00,COMPLETED
00200868R,2.35,COMPLETED
00200869S,2.70,COMPLETED
00200870T,2.35,COMPLETED
00200871U,2.35,COMPLETED
00200872V,3.50,COMPLETED
00200873W,2.00,COMPLETED
00200874X,3.40,COMPLETED
00200875Y,3.00,COMPLETED
00200876Z,2.00,COMPLETED
00200877A,2.75,COMPLETED
00200878B,3.75,COMPLETED
00200879C,2.20,COMPLETED
00200880D,3.70,COMPLETED
00200881E,3.50,COMPLETED
00200882F,2.70,COMPLETED
00200883G,2.95,COMPLETED
00200884H,2.75,COMPLETED
00200885I,3.10,COMPLETED
00200886J,2.00,COMPLETED
00200887K,3.10,COMPLETED
00200888L,2.35,COMPLETED
00200889M,2.00,COMPLETED
00200890N,3.15,COMPLETED
00200891O,2.00,COMPLETED
00200892P,3.75,COMPLETED
00200893Q,2.35,COMPLETED
00200894R,2.35,COMPLETED
00200895S,2.35,COMPLETED
00200896T,2.00,COMPLETED
00200897U,3.15,COMPLETED
00200898V,2.75,COMPLETED
00200899W,2.75,COMPLETED
00200900X,2.00,COMPLETED
00200901Y,2.30,COMPLETED
00200902Z,2.35,COMPLETED
00200903A,2.10,COMPLETED
00200904B,2.00,COMPLETED
00200905C,2.00,COMPLETED
00200906D,2.00,COMPLETED
00200907E,2.50,COMPLETED
00200908F,3.45,COMPLETED
00200909G,3.15,COMPLETED
00200910H,2.70,COMPLETED
00200911I,2.70,COMPLETED
00200912J,2.75,COMPLETED
00200913K,3.25,COMPLETED
00200914L,2.75,COMPLETED
00200915M,2.30,COMPLETED
00200916N,2.80,COMPLETED
00200917O,2.70,COMPLETED
00200918P,3.25,COMPLETED
00200919Q,2.25,COMPLETED
00200920R,2.30,COMPLETED
00200921S,2.25,COMPLETED
00200922T,2.30,COMPLETED
00200923U,3.25,COMPLETED
00200924V,2.00,COMPLETED
00200925W,2.30,COMPLETED
00200926X,2.00,COMPLETED
00200927Y,2.30,COMPLETED
00200928Z,2.75,COMPLETED
00200929A,2.25,COMPLETED
00200930B,2.65,COMPLETED
00200931C,2.30,COMPLETED
00200932D,2.00,COMPLETED
00200933E,2.65,COMPLETED
00200934F,2.25,COMPLETED
00200935G,2.40,COMPLETED
00200936H,2.40,COMPLETED
00200937I,2.45,COMPLETED
00200938J,2.60,COMPLETED
00200939K,2.45,COMPLETED
00200940L,3.10,COMPLETED
00200941M,2.30,COMPLETED
00200942N,3.15,COMPLETED
00200943O,2.95,COMPLETED
00200944P,3.15,COMPLETED
00200945Q,2.50,COMPLETED
00200946R,3.05,COMPLETED
00200947S,2.60,COMPLETED
00200948T,2.35,COMPLETED
00200949U,2.35,COMPLETED
00200950V,3.20,COMPLETED
00200951W,2.45,COMPLETED
00200952X,2.35,COMPLETED
00200953Y,3.10,COMPLETED
00200954Z,2.35,COMPLETED
00200955A,2.30,COMPLETED
00200956B,2.75,COMPLETED
00200957C,2.50,COMPLETED
00200958D,2.50,COMPLETED
00200959E,2.45,COMPLETED
00200960F,2.75,COMPLETED
00200961G,2.55,COMPLETED
00200962H,2.50,COMPLETED
00200963I,2.55,COMPLETED
00200964J,2.95,COMPLETED
00200965K,2.60,COMPLETED
00200966L,2.60,COMPLETED
00200967M,2.55,COMPLETED
00200968N,2.50,COMPLETED
00200969O,3.40,COMPLETED
00200970P,2.75,COMPLETED
00200971Q,2.95,COMPLETED
00200972R,2.95,COMPLETED
00200973S,2.75,COMPLETED
00200974T,2.70,COMPLETED
00200975U,3.15,COMPLETED
00200976V,2.70,COMPLETED
00200977W,3.10,COMPLETED
00200978X,3.60,COMPLETED
00200979Y,2.70,COMPLETED
00200980Z,2.65,COMPLETED
00200981A,2.80,COMPLETED
00200982B,3.40,COMPLETED
00200983C,2.90,COMPLETED
00200984D,2.95,COMPLETED
00200985E,2.70,COMPLETED
00200986F,2.75,COMPLETED
00200987G,3.15,COMPLETED
00200988H,2.95,COMPLETED
00200989I,3.35,COMPLETED
00200990J,3.30,COMPLETED
00200991K,3.50,COMPLETED
00200992L,2.90,COMPLETED
00200993M,3.35,COMPLETED
00200994N,2.90,COMPLETED
00200995O,2.90,COMPLETED
00200996P,2.85,COMPLETED
00200997Q,2.90,COMPLETED
00200998R,3.25,COMPLETED
00200999S,2.80,COMPLETED
00201000T,2.90,COMPLETED
00201001U,3.00,COMPLETED
00201002V,2.75,COMPLETED
00201003W,2.90,COMPLETED
00201004X,3.10,COMPLETED
00201005Y,3.55,COMPLETED
00201006Z,3.10,COMPLETED
00201007A,3.45,COMPLETED
00201008B,2.90,COMPLETED
00201009C,3.10,COMPLETED
00201010D,3.00,COMPLETED
00201011E,3.15,COMPLETED
00201012F,2.85,COMPLETED
00201013G,2.50,COMPLETED
00201014H,2.55,COMPLETED
00201015I,2.75,COMPLETED
00201016J,2.85,COMPLETED
00201017K,2.80,COMPLETED
00201018L,2.75,COMPLETED
00201019M,2.75,COMPLETED
00201020N,3.15,COMPLETED
00201021O,2.50,COMPLETED
00201022P,3.00,COMPLETED
00201023Q,2.70,COMPLETED
00201024R,2.85,COMPLETED
00201025S,2.90,COMPLETED
00201026T,2.85,COMPLETED
00201027U,2.75,COMPLETED
00201028V,2.80,COMPLETED
00201029W,2.75,COMPLETED
00201030X,2.95,COMPLETED
00201031Y,2.85,COMPLETED
00201032Z,2.90,COMPLETED
00201033A,2.75,COMPLETED
00201034B,2.85,COMPLETED
00201035C,2.80,COMPLETED
00201036D,2.80,COMPLETED
00201037E,3.45,COMPLETED
00201038F,2.85,COMPLETED
00201039G,2.85,COMPLETED
00201040H,2.80,COMPLETED
00201041I,2.65,COMPLETED
00201042J,3.30,COMPLETED
00201043K,2.80,COMPLETED
00201044L,2.70,COMPLETED
00201045M,2.80,COMPLETED
00201046N,2.80,COMPLETED
00201047O,2.75,COMPLETED
00201048P,2.80,COMPLETED
00201049Q,3.30,COMPLETED
00201050R,2.90,COMPLETED
00201051S,2.80,COMPLETED
00201052T,2.85,COMPLETED
00201053U,2.80,COMPLETED
00201054V,3.45,COMPLETED
00201055W,2.95,COMPLETED
00201056X,2.75,COMPLETED
00201057Y,2.75,COMPLETED
00201058Z,2.90,COMPLETED
00201059A,2.85,COMPLETED
00201060B,2.70,COMPLETED
00201061C,2.75,COMPLETED
00201062D,2.90,COMPLETED
00201063E,2.75,COMPLETED
00201064F,2.85,COMPLETED
00201065G,2.75,COMPLETED
00201066H,2.85,COMPLETED
00201067I,2.65,COMPLETED
00201068J,2.70,COMPLETED
00201069K,2.75,COMPLETED
00201070L,2.85,COMPLETED
00201071M,3.35,COMPLETED
00201072N,2.65,COMPLETED
00201073O,2.80,COMPLETED
00201074P,2.75,COMPLETED
00201075Q,3.10,COMPLETED
00201076R,2.70,COMPLETED
00201077S,2.75,COMPLETED
00201078T,2.80,COMPLETED
00201079U,2.80,COMPLETED
00201080V,2.70,COMPLETED
00201081W,2.70,COMPLETED
00201082X,2.45,COMPLETED
00201083Y,3.15,COMPLETED
00201084Z,3.15,COMPLETED
00201085A,2.45,COMPLETED
00201086B,3.10,COMPLETED
00201087C,2.80,COMPLETED
00201088D,3.05,COMPLETED
00201089E,2.20,COMPLETED
00201090F,2.60,COMPLETED
00201091G,2.10,COMPLETED
00201092H,2.25,COMPLETED
00201093I,2.80,COMPLETED
00201094J,2.60,COMPLETED
00201095K,2.30,COMPLETED
00201096L,3.15,COMPLETED
00201097M,2.55,COMPLETED
00201098N,2.50,COMPLETED
00201099O,2.95,COMPLETED
00201100P,2.10,COMPLETED
00201101Q,2.10,COMPLETED
00201102R,2.25,COMPLETED
00201103S,2.20,COMPLETED
00201104T,2.45,COMPLETED
00201105U,3.15,COMPLETED
00201106V,2.30,COMPLETED
00201107W,2.50,COMPLETED
00201108X,2.55,COMPLETED
00201109Y,3.10,COMPLETED
00201110Z,2.10,COMPLETED
00201111A,2.35,COMPLETED
00201112B,2.95,COMPLETED
00201113C,2.75,COMPLETED
00201114D,2.40,COMPLETED
00201115E,3.15,COMPLETED
00201116F,2.45,COMPLETED
00201117G,2.35,COMPLETED
00201118H,2.40,COMPLETED
00201119I,,ABSENT8
00201120J,2.50,COMPLETED
00201121K,2.35,COMPLETED
00201122L,2.35,COMPLETED
00201123M,2.50,COMPLETED
00201124N,3.15,COMPLETED
00201125O,2.50,COMPLETED
00201126P,2.30,COMPLETED
00201127Q,2.30,COMPLETED
00201128R,2.95,COMPLETED
00201129S,2.35,COMPLETED
00201130T,1.90,COMPLETED
00201131U,1.85,COMPLETED
00201132V,1.85,COMPLETED
00201133W,1.95,COMPLETED
00201134X,2.15,COMPLETED
00201135Y,2.45,COMPLETED
00201136Z,1.95,COMPLETED
00201137A,2.60,COMPLETED
00201138B,2.05,COMPLETED
00201139C,,ABSENT4
00201140D,1.85,COMPLETED
00201141E,1.95,COMPLETED
00201142F,2.15,COMPLETED
00201143G,2.60,COMPLETED
00201144H,1.90,COMPLETED
00201145I,2.35,COMPLETED
00201146J,1.95,COMPLETED
00201147K,2.30,COMPLETED
00201148L,1.95,COMPLETED
00201149M,2.30,COMPLETED
00201150N,2.05,COMPLETED
00201151O,3.10,COMPLETED
00201152P,1.80,COMPLETED
00201153Q,2.35,COMPLETED
00201154R,2.45,COMPLETED
00201155S,1.75,COMPLETED
00201156T,1.75,COMPLETED
00201157U,2.25,COMPLETED
00201158V,2.10,COMPLETED
00201159W,1.95,COMPLETED
00201160X,1.85,COMPLETED
00201161Y,1.90,COMPLETED
00201162Z,2.05,COMPLETED
00201163A,1.80,COMPLETED
00201164B,2.40,COMPLETED
00201165C,2.10,COMPLETED
00201166D,1.70,COMPLETED
00201167E,2.40,COMPLETED
00201168F,1.70,COMPLETED
00201169G,2.05,COMPLETED
00201170H,1.85,COMPLETED
00201171I,2.00,COMPLETED
00201172J,2.10,COMPLETED
00201173K,3.00,COMPLETED
00201174L,1.75,COMPLETED
00201175M,2.65,COMPLETED
00201176N,3.00,COMPLETED
00201177O,2.05,COMPLETED
00201178P,3.15,COMPLETED
00201179Q,3.25,COMPLETED
00201180R,2.00,COMPLETED
00201181S,1.90,COMPLETED
00201182T,2.35,COMPLETED
00201183U,1.95,COMPLETED
00201184V,1.90,COMPLETED
00201185W,1.90,COMPLETED
00201186X,1.90,COMPLETED
00201187Y,2.50,COMPLETED
00201188Z,2.40,COMPLETED
00201189A,3.05,COMPLETED
00201190B,3.00,COMPLETED
00201191C,2.40,COMPLETED
00201192D,2.65,COMPLETED
00201193E,2.70,COMPLETED
00201194F,3.10,COMPLETED
00201195G,2.40,COMPLETED
00201196H,2.55,COMPLETED
00201197I,3.35,COMPLETED
00201198J,2.75,COMPLETED
00201199K,3.00,COMPLETED
00201200L,3.20,COMPLETED
00201201M,2.35,COMPLETED
00201202N,3.10,COMPLETED
00201203O,2.35,COMPLETED
00201204P,2.45,COMPLETED
00201205Q,2.75,COMPLETED
00201206R,2.35,COMPLETED
00201207S,3.55,COMPLETED
00201208T,3.30,COMPLETED
00201209U,2.50,COMPLETED
00201210V,2.85,COMPLETED
00201211W,2.75,COMPLETED
00201212X,3.55,COMPLETED
00201213Y,2.90,COMPLETED
00201214Z,2.75,COMPLETED
00201215A,2.30,COMPLETED
00201216B,2.70,COMPLETED
00201217C,2.80,COMPLETED
00201218D,2.85,COMPLETED
00201219E,2.35,COMPLETED
00201220F,2.75,COMPLETED
00201221G,3.85,COMPLETED
00201222H,3.20,COMPLETED
00201223I,3.20,COMPLETED
00201224J,2.90,COMPLETED
00201225K,2.40,COMPLETED
00201226L,3.80,COMPLETED
00201227M,3.45,COMPLETED
00201228N,3.85,COMPLETED
00201229O,2.45,COMPLETED
00201230P,3.70,COMPLETED
00201231Q,3.70,COMPLETED
00201232R,3.25,COMPLETED
00201233S,2.75,COMPLETED
00201234T,2.55,COMPLETED
00201235U,2.45,COMPLETED
00201236V,2.75,COMPLETED
00201237W,2.50,COMPLETED
00201238X,3.15,COMPLETED
00201239Y,2.85,COMPLETED
00201240Z,2.55,COMPLETED
00201241A,2.35,COMPLETED
00201242B,2.75,COMPLETED
00201243C,2.55,COMPLETED
00201244D,2.80,COMPLETED
00201245E,2.35,COMPLETED
00201246F,2.50,COMPLETED
00201247G,2.60,COMPLETED
00201248H,2.70,COMPLETED
00201249I,2.75,COMPLETED
00201250J,2.55,COMPLETED
00201251K,2.55,COMPLETED
00201252L,2.40,COMPLETED
00201253M,2.45,COMPLETED
00201254N,2.40,COMPLETED
00201255O,2.15,COMPLETED
00201256P,2.50,COMPLETED
00201257Q,2.60,COMPLETED
00201258R,2.70,COMPLETED
00201259S,2.55,COMPLETED
00201260T,2.45,COMPLETED
00201261U,2.60,COMPLETED
00201262V,2.90,COMPLETED
00201263W,2.45,COMPLETED
00201264X,2.50,COMPLETED
00201265Y,2.55,COMPLETED
00201266Z,2.80,COMPLETED
00201267A,3.10,COMPLETED
00201268B,2.85,COMPLETED
00201269C,2.95,COMPLETED
00201270D,2.55,COMPLETED
00201271E,2.60,COMPLETED
00201272F,2.60,COMPLETED
00201273G,2.50,COMPLETED
00201274H,3.30,COMPLETED
00201275I,2.45,COMPLETED
00201276J,2.50,COMPLETED
00201277K,2.50,COMPLETED
00201278L,2.50,COMPLETED
00201279M,2.55,COMPLETED
00201280N,2.60,COMPLETED
00201281O,2.50,COMPLETED
00201282P,2.45,COMPLETED
00201283Q,2.55,COMPLETED
00201284R,2.45,COMPLETED
00201285S,2.50,COMPLETED
00201286T,2.60,COMPLETED
00201287U,3.00,COMPLETED
00201288V,2.45,COMPLETED
00201289W,2.30,COMPLETED
00201290X,2.45,COMPLETED
00201291Y,2.45,COMPLETED
00201292Z,2.45,COMPLETED
00201293A,2.45,COMPLETED
00201294B,2.60,COMPLETED
00201295C,2.65,COMPLETED
00201296D,2.45,COMPLETED
00201297E,2.40,COMPLETED
00201298F,2.85,COMPLETED
00201299G,2.65,COMPLETED
00201300H,2.75,COMPLETED
00201301I,3.15,COMPLETED
00201302J,2.65,COMPLETED
00201303K,2.65,COMPLETED
00201304L,2.75,COMPLETED
00201305M,2.60,COMPLETED
00201306N,2.65,COMPLETED
00201307O,2.65,COMPLETED
00201308P,2.65,COMPLETED
00201309Q,2.70,COMPLETED
00201310R,2.60,COMPLETED
00201311S,3.20,COMPLETED
00201312T,2.95,COMPLETED
00201313U,2.80,COMPLETED
00201314V,2.75,COMPLETED
00201315W,2.70,COMPLETED
00201316X,2.80,COMPLETED
00201317Y,2.60,COMPLETED
00201318Z,2.65,COMPLETED
00201319A,2.70,COMPLETED
00201320B,2.50,COMPLETED
00201321C,2.30,COMPLETED
00201322D,2.45,COMPLETED
00201323E,2.30,COMPLETED
00201324F,,ABSENT8
00201325G,2.80,COMPLETED
00201326H,2.55,COMPLETED
00201327I,2.90,COMPLETED
00201328J,2.95,COMPLETED
00201329K,2.40,COMPLETED
00201330L,2.20,COMPLETED
00201331M,2.50,COMPLETED
00201332N,2.60,COMPLETED
00201333O,2.45,COMPLETED
00201334P,2.45,COMPLETED
00201335Q,2.55,COMPLETED
00201336R,2.40,COMPLETED
00201337S,2.35,COMPLETED
00201338T,2.45,COMPLETED
00201339U,2.45,COMPLETED
00201340V,2.35,COMPLETED
00201341W,2.45,COMPLETED
00201342X,2.10,COMPLETED
00201343Y,2.25,COMPLETED
00201344Z,2.15,COMPLETED
00201345A,3.10,COMPLETED
00201346B,2.85,COMPLETED
00201347C,2.05,COMPLETED
00201348D,2.25,COMPLETED
00201349E,2.75,COMPLETED
00201350F,3.45,COMPLETED
00201351G,2.35,COMPLETED
00201352H,2.35,COMPLETED
00201353I,2.15,COMPLETED
00201354J,2.00,COMPLETED
00201355K,2.00,COMPLETED
00201356L,2.25,COMPLETED
00201357M,3.50,COMPLETED
00201358N,2.10,COMPLETED
00201359O,2.20,COMPLETED
00201360P,2.05,COMPLETED
00201361Q,2.70,COMPLETED
00201362R,2.35,COMPLETED
00201363S,2.25,COMPLETED
00201364T,2.25,COMPLETED
00201365U,2.15,COMPLETED
00201366V,2.05,COMPLETED
00201367W,2.55,COMPLETED
00201368X,3.25,COMPLETED
00201369Y,2.25,COMPLETED
00201370Z,2.30,COMPLETED
00201371A,2.40,COMPLETED
00201372B,2.20,COMPLETED
00201373C,2.05,COMPLETED
00201374D,2.05,COMPLETED
00201375E,2.90,COMPLETED
00201376F,2.10,COMPLETED
00201377G,2.10,COMPLETED
00201378H,3.25,COMPLETED
00201379I,2.30,COMPLETED
00201380J,2.25,COMPLETED
00201381K,2.65,COMPLETED
00201382L,2.10,COMPLETED
00201383M,2.90,COMPLETED
00201384N,3.10,COMPLETED
00201385O,2.20,COMPLETED
00201386P,2.20,COMPLETED
00201387Q,3.10,COMPLETED
00201388R,2.35,COMPLETED
00201389S,3.50,COMPLETED
00201390T,2.30,COMPLETED
00201391U,3.10,COMPLETED
00201392V,2.55,COMPLETED
00201393W,2.25,COMPLETED
00201394X,2.25,COMPLETED
00201395Y,2.30,COMPLETED
00201396Z,2.35,COMPLETED
00201397A,2.35,COMPLETED
00201398B,2.40,COMPLETED
00201399C,4.00,COMPLETED
00201400D,2.25,COMPLETED
00201401E,2.30,COMPLETED
00201402F,2.10,COMPLETED
00201403G,2.30,COMPLETED
00201404H,2.30,COMPLETED
00201405I,2.30,COMPLETED
00201406J,2.40,COMPLETED
00201407K,2.30,COMPLETED
00201408L,2.20,COMPLETED
00201409M,2.20,COMPLETED
00201410N,2.35,COMPLETED
00201411O,2.70,COMPLETED
00201412P,2.20,COMPLETED
00201413Q,2.20,COMPLETED
00201414R,3.30,COMPLETED
00201415S,2.35,COMPLETED
00201416T,2.25,COMPLETED
00201417U,3.10,COMPLETED
00201418V,2.25,COMPLETED
00201419W,3.20,COMPLETED
00201420X,2.70,COMPLETED
00201421Y,2.35,COMPLETED
00201422Z,2.25,COMPLETED
00201423A,2.30,COMPLETED
00201424B,2.30,COMPLETED
00201425C,2.35,COMPLETED
00201426D,2.40,COMPLETED
00201427E,2.35,COMPLETED
00201428F,2.50,COMPLETED
00201429G,2.40,COMPLETED
00201430H,2.45,COMPLETED
00201431I,2.55,COMPLETED
00201432J,2.65,COMPLETED
00201433K,2.60,COMPLETED
00201434L,2.55,COMPLETED
00201435M,3.75,COMPLETED
00201436N,2.50,COMPLETED
00201437O,2.85,COMPLETED
00201438P,2.35,COMPLETED
00201439Q,2.75,COMPLETED
00201440R,2.35,COMPLETED
00201441S,2.40,COMPLETED
00201442T,3.75,COMPLETED
00201443U,2.35,COMPLETED
00201444V,2.65,COMPLETED
00201445W,3.75,COMPLETED
00201446X,2.55,COMPLETED
00201447Y,2.35,COMPLETED
00201448Z,3.40,COMPLETED
00201449A,3.20,COMPLETED
00201450B,3.50,COMPLETED
00201451C,2.55,COMPLETED
00201452D,2.40,COMPLETED
00201453E,2.50,COMPLETED
00201454F,2.50,COMPLETED
00201455G,2.65,COMPLETED
00201456H,3.60,COMPLETED
00201457I,2.40,COMPLETED
00201458J,2.50,COMPLETED
00201459K,3.50,COMPLETED
00201460L,2.35,COMPLETED
00201461M,3.80,COMPLETED
00201462N,2.60,COMPLETED
00201463O,3.25,COMPLETED
00201464P,2.75,COMPLETED
00201465Q,2.40,COMPLETED
00201466R,2.85,COMPLETED
00201467S,3.00,COMPLETED
00201468T,2.35,COMPLETED
00201469U,2.35,COMPLETED
00201470V,3.00,COMPLETED
00201471W,2.55,COMPLETED
00201472X,2.60,COMPLETED
00201473Y,2.50,COMPLETED
00201474Z,3.35,COMPLETED
00201475A,3.20,COMPLETED
00201476B,2.40,COMPLETED
00201477C,3.45,COMPLETED
00201478D,2.40,COMPLETED
00201479E,2.45,COMPLETED
00201480F,2.95,COMPLETED
00201481G,2.85,COMPLETED
00201482H,2.75,COMPLETED
00201483I,2.35,COMPLETED
00201484J,2.60,COMPLETED
00201485K,2.85,COMPLETED
00201486L,2.85,COMPLETED
00201487M,3.40,COMPLETED
00201488N,2.65,COMPLETED
00201489O,2.65,COMPLETED
00201490P,2.60,COMPLETED
00201491Q,2.60,COMPLETED
00201492R,2.85,COMPLETED
00201493S,2.45,COMPLETED
00201494T,2.35,COMPLETED
00201495U,2.35,COMPLETED
00201496V,3.50,COMPLETED
00201497W,3.70,COMPLETED
00201498X,2.40,COMPLETED
00201499Y,3.70,COMPLETED
00201500Z,2.35,COMPLETED
00201501A,2.95,COMPLETED
00201502B,3.20,COMPLETED
00201503C,2.75,COMPLETED
00201504D,2.75,COMPLETED
00201505E,2.40,COMPLETED
00201506F,2.35,COMPLETED
00201507G,2.35,COMPLETED
00201508H,3.10,COMPLETED
00201509I,2.35,COMPLETED
00201510J,2.40,COMPLETED
00201511K,2.40,COMPLETED
00201512L,2.35,COMPLETED
00201513M,3.00,COMPLETED
00201514N,2.75,COMPLETED
00201515O,2.35,COMPLETED
00201516P,2.40,COMPLETED
00201517Q,2.35,COMPLETED
00201518R,2.40,COMPLETED
00201519S,2.40,COMPLETED
00201520T,2.35,COMPLETED
00201521U,2.80,COMPLETED
00201522V,2.35,COMPLETED
00201523W,3.30,COMPLETED
00201524X,2.60,COMPLETED
00201525Y,2.35,COMPLETED
00201526Z,2.80,COMPLETED
00201527A,2.35,COMPLETED
00201528B,2.35,COMPLETED
00201529C,3.10,COMPLETED
00201530D,2.30,COMPLETED
00201531E,3.10,COMPLETED
00201532F,3.30,COMPLETED
00201533G,2.75,COMPLETED
00201534H,2.35,COMPLETED
00201535I,2.35,COMPLETED
00201536J,2.80,COMPLETED
00201537K,2.85,COMPLETED
00201538L,2.35,COMPLETED
00201539M,2.35,COMPLETED
00201540N,2.40,COMPLETED
00201541O,2.80,COMPLETED
00201542P,2.35,COMPLETED
00201543Q,2.55,COMPLETED
00201544R,2.55,COMPLETED
00201545S,3.10,COMPLETED
00201546T,3.15,COMPLETED
00201547U,2.35,COMPLETED
00201548V,2.30,COMPLETED
00201549W,2.75,COMPLETED
00201550X,2.75,COMPLETED
00201551Y,2.75,COMPLETED
00201552Z,2.65,COMPLETED
00201553A,2.65,COMPLETED
00201554B,2.65,COMPLETED
00201555C,2.60,COMPLETED
00201556D,2.85,COMPLETED
00201557E,3.05,COMPLETED
00201558F,3.05,COMPLETED
00201559G,2.75,COMPLETED
00201560H,3.15,COMPLETED
00201561I,2.65,COMPLETED
00201562J,3.65,COMPLETED
00201563K,2.90,COMPLETED
00201564L,2.90,COMPLETED
00201565M,2.60,COMPLETED
00201566N,2.65,COMPLETED
00201567O,2.75,COMPLETED
00201568P,2.80,COMPLETED
00201569Q,2.65,COMPLETED
00201570R,2.55,COMPLETED
00201571S,2.55,COMPLETED
00201572T,2.75,COMPLETED
00201573U,2.95,COMPLETED
00201574V,2.60,COMPLETED
00201575W,2.70,COMPLETED
00201576X,2.95,COMPLETED
00201577Y,2.65,COMPLETED
00201578Z,2.60,COMPLETED
00201579A,2.90,COMPLETED
00201580B,2.75,COMPLETED
00201581C,2.95,COMPLETED
00201582D,2.75,COMPLETED
00201583E,2.65,COMPLETED
00201584F,2.75,COMPLETED
00201585G,2.60,COMPLETED
00201586H,2.80,COMPLETED
00201587I,2.75,COMPLETED
00201588J,2.90,COMPLETED
00201589K,3.00,COMPLETED
00201590L,2.85,COMPLETED
00201591M,2.75,COMPLETED
00201592N,3.05,COMPLETED
00201593O,3.25,COMPLETED
00201594P,3.60,COMPLETED
00201595Q,2.65,COMPLETED
00201596R,2.70,COMPLETED
00201597S,2.70,COMPLETED
00201598T,2.80,COMPLETED
00201599U,2.75,COMPLETED
00201600V,2.75,COMPLETED
00201601W,2.65,COMPLETED
00201602X,2.70,COMPLETED
00201603Y,3.25,COMPLETED
00201604Z,2.90,COMPLETED
00201605A,2.95,COMPLETED
00201606B,2.85,COMPLETED
00201607C,2.70,COMPLETED
00201608D,2.80,COMPLETED
00201609E,2.75,COMPLETED
00201610F,2.75,COMPLETED
00201611G,3.15,COMPLETED
00201612H,2.80,COMPLETED
00201613I,2.70,COMPLETED
00201614J,2.70,COMPLETED
00201615K,2.65,COMPLETED
00201616L,2.75,COMPLETED
00201617M,2.60,COMPLETED
00201618N,2.70,COMPLETED
